Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Oregon,Carter Garate,All,684,97,85.8,102.2,105.9,38.1%,9.3°,8.1°,38.1,3.1%,3,0.288,.222,0.34,.288,38.1%,20.6%,27.8%,48.1%,69.9%,81.2%,32.2%,26.1%,79.0
Florida State,Drew Faurot,All,642,119,88.1,106.9,108.8,40.3%,7.9°,9.8°,36.1,5.0%,6,0.257,.268,0.34,.363,42.0%,14.3%,26.9%,53.7%,81.6%,85.5%,36.5%,26.1%,76.0
Omaha,Cardel Dick,All,331,53,87.7,100.1,102.6,32.1%,21.1°,20.8°,35.8,5.7%,3,0.25,.206,0.34,.301,20.8%,34.0%,22.6%,40.5%,64.0%,80.5%,24.1%,28.4%,99.0
Princeton,Caden Shapiro,All,428,81,89.5,100.8,103.4,30.9%,20.2°,18.0°,37.0,4.9%,4,0.257,.278,0.339,.393,23.5%,30.9%,27.2%,40.2%,58.7%,87.8%,24.6%,20.3%,98.0
Long Beach State,Connor Charpiot,All,552,105,88.8,102.5,108.5,39.0%,12.4°,7.8°,32.4,1.9%,2,0.282,.286,0.339,.357,41.9%,21.0%,23.8%,41.5%,61.3%,91.0%,24.7%,19.7%,105.0
Utah Tech,Petey Soto Jr.,All,528,96,86.9,103.4,106.0,30.2%,8.5°,7.7°,37.5,2.1%,2,0.268,.264,0.339,.347,40.6%,12.5%,31.2%,40.5%,62.7%,88.2%,21.5%,19.2%,106.0
Texas A&M,Hank Bard,All,147,24,90.3,106.2,108.4,41.7%,13.1°,11.7°,41.7,8.3%,2,0.258,.316,0.339,.425,50.0%,25.0%,16.7%,38.8%,60.3%,89.5%,22.6%,15.8%,93.0
Western Illinois,J.R. Heavilin,All,252,35,84.3,101.2,105.5,20.0%,9.7°,7.7°,37.1,2.9%,1,0.308,.262,0.339,.288,42.9%,17.1%,28.6%,43.3%,68.1%,71.4%,23.0%,31.2%,108.0
Notre Dame,Brady Gumpf,All,556,92,85.7,105.5,114.5,30.4%,12.4°,21.8°,29.3,10.9%,10,0.256,.217,0.339,.311,38.0%,25.0%,17.4%,44.2%,71.5%,78.9%,23.7%,30.1%,91.0
Southeastern Louisiana,Jake Haze,All,322,44,89.2,101.4,103.0,45.5%,8.8°,9.3°,43.2,0.0%,0,0.276,.326,0.339,.395,47.7%,13.6%,31.8%,37.0%,55.0%,87.0%,23.1%,16.0%,72.0
LSU,Paxton Kling,All,672,73,92.4,108.5,112.7,46.6%,17.2°,10.5°,31.5,8.2%,6,0.239,.228,0.339,.366,30.1%,16.4%,27.4%,31.5%,50.0%,80.4%,18.7%,25.9%,89.0
Troy,Shane Lewis,All,433,45,91.2,108.5,113.6,42.2%,20.8°,19.7°,33.3,13.3%,6,0.19,.197,0.339,.375,22.2%,24.4%,22.2%,42.5%,67.2%,69.1%,24.4%,41.8%,85.0
UT Martin,Alec Beaman,All,59,11,85.9,95.2,99.2,9.1%,5.0°,24.9°,36.4,0.0%,0,0.214,.232,0.339,.271,45.5%,9.1%,18.2%,52.5%,76.5%,88.5%,20.0%,12.9%,119.0
Northern Illinois,Andre Demetral,All,244,37,84.9,98.4,100.2,18.9%,3.8°,7.0°,35.1,0.0%,0,0.261,.215,0.339,.338,40.5%,18.9%,24.3%,26.6%,48.0%,85.4%,11.8%,20.0%,110.0
UAB,Tyler Waugh,All,464,77,86.4,100.2,104.6,24.7%,18.3°,8.6°,26.0,0.0%,0,0.245,.211,0.339,.311,35.1%,10.4%,19.5%,39.9%,64.3%,93.2%,20.2%,14.6%,98.0
Chapman,Josh Phillips,All,308,44,88.3,103.0,107.5,45.5%,13.6°,10.3°,38.6,2.3%,1,0.277,.239,0.339,.318,40.9%,18.2%,31.8%,44.5%,72.6%,84.1%,28.2%,28.5%,118.0
Wofford,Adam Haber,All,121,14,81.8,96.1,97.2,14.3%,0.6°,14.3°,28.6,0.0%,0,0.222,.190,0.339,.358,42.9%,21.4%,21.4%,33.1%,59.3%,93.8%,11.9%,10.0%,113.0
Middle Tennessee,Nathan Brewer,All,97,11,90.2,97.1,101.1,27.3%,22.3°,-0.5°,36.4,0.0%,0,0.222,.175,0.339,.277,18.2%,18.2%,36.4%,47.4%,70.3%,84.6%,33.3%,28.3%,74.0
Northern Illinois,Jake Nelson,All,217,27,87.0,98.0,98.4,18.5%,9.2°,12.3°,37.0,0.0%,0,0.256,.201,0.339,.274,37.0%,25.9%,29.6%,42.4%,69.3%,82.0%,24.0%,30.4%,134.0
St. Thomas (MN),Joe Roder,All,88,19,89.3,100.1,102.9,26.3%,18.6°,16.7°,47.4,0.0%,0,0.3,.396,0.339,.467,21.1%,26.3%,36.8%,38.6%,56.8%,80.0%,20.5%,23.5%,127.0
Minnesota,Jack Spanier,All,309,55,83.8,95.2,98.2,12.7%,12.8°,6.7°,29.1,0.0%,0,0.29,.278,0.339,.347,38.2%,18.2%,30.9%,38.8%,60.0%,86.7%,18.9%,16.7%,98.0
Pacific Lutheran,Rochne Beecham,All,72,12,91.5,96.9,97.2,63.6%,-9.5°,-3.4°,9.1,0.0%,0,0.312,.273,0.339,.305,90.9%,0.0%,9.1%,31.9%,54.5%,100.0%,12.8%,4.3%,103.0
NJIT,Hayden Mileski,All,48,5,78.0,96.4,98.9,40.0%,-3.3°,1.3°,20.0,0.0%,0,0.222,.169,0.338,.269,80.0%,0.0%,20.0%,41.7%,73.7%,64.3%,20.7%,35.0%,131.0
Longwood,Casey Gibbs,All,265,25,84.8,95.4,98.1,12.0%,17.0°,15.3°,48.0,0.0%,0,0.238,.187,0.338,.340,28.0%,24.0%,32.0%,29.8%,41.7%,81.4%,22.2%,27.8%,101.0
Florida A&M,Ben Kim,All,50,8,83.2,94.5,98.8,12.5%,5.0°,13.5°,75.0,0.0%,0,0.222,.299,0.338,.394,25.0%,12.5%,62.5%,34.0%,54.5%,91.7%,17.9%,5.9%,105.0
St. Thomas (MN),Ben Vujovich,All,173,23,88.1,100.8,102.8,30.4%,9.6°,9.6°,21.7,4.3%,1,0.263,.215,0.338,.330,52.2%,21.7%,17.4%,42.8%,75.0%,75.9%,19.8%,28.4%,131.0
North Dakota State,James Dunlap,All,199,39,83.5,97.6,99.8,12.8%,9.1°,17.9°,30.8,0.0%,0,0.25,.243,0.338,.311,46.2%,15.4%,25.6%,49.7%,72.7%,85.9%,31.5%,16.2%,97.0
Arkansas State,Allen Grier,All,626,112,88.4,101.1,103.8,35.7%,15.3°,12.3°,36.6,2.7%,3,0.273,.280,0.338,.382,32.1%,26.8%,29.5%,46.2%,73.7%,82.0%,24.1%,28.0%,117.0
BYU,Brock Watkins,All,331,60,90.8,104.5,107.3,40.0%,15.3°,17.5°,31.7,5.0%,3,0.237,.261,0.338,.396,36.7%,25.0%,21.7%,47.4%,78.2%,70.3%,24.3%,33.8%,117.0
Oregon State,Tanner Smith,All,375,45,93.4,106.9,109.8,53.3%,17.2°,17.4°,24.4,15.6%,7,0.178,.210,0.338,.374,33.3%,15.6%,17.8%,40.0%,67.9%,78.3%,20.1%,37.3%,104.0
Iowa,Michael Seegers,All,716,133,86.5,99.8,104.7,28.6%,11.1°,5.5°,35.3,0.0%,0,0.288,.292,0.338,.354,42.1%,12.8%,32.3%,36.0%,53.6%,95.8%,18.4%,6.6%,95.0
UT Tyler,Hayden Clearman,All,55,6,84.6,94.0,95.5,16.7%,7.9°,-,33.3,0.0%,0,0.222,-,0.338,-,33.3%,16.7%,33.3%,40.0%,70.8%,88.2%,16.1%,22.7%,
Lamar,Austin Roccaforte,All,94,23,79.0,94.0,97.1,8.7%,1.4°,5.8°,34.8,0.0%,0,0.346,.269,0.338,.260,47.8%,17.4%,17.4%,47.9%,57.1%,96.4%,37.8%,20.0%,73.0
Villanova,Jason Neff,All,409,62,84.9,99.1,104.0,22.6%,21.4°,16.7°,41.9,3.2%,2,0.26,.264,0.338,.383,22.6%,29.0%,33.9%,43.0%,71.4%,90.4%,18.6%,16.5%,116.0
Caltech,Mark Hu,All,39,7,74.1,80.8,82.5,0.0%,28.2°,-,14.3,0.0%,0,0.222,.085,0.338,.289,14.3%,14.3%,14.3%,56.4%,90.0%,88.9%,44.8%,31.8%,77.0
George Fox,Ty Davis,All,74,12,80.4,94.6,96.2,9.1%,10.9°,13.7°,36.4,0.0%,0,0.235,.200,0.338,.300,45.5%,18.2%,36.4%,43.2%,75.0%,88.9%,28.0%,28.1%,129.0
Minnesota,Kristofer Hokenson,All,495,83,90.8,104.3,108.3,42.2%,15.6°,14.3°,36.1,4.8%,4,0.225,.249,0.338,.369,33.7%,21.7%,27.7%,42.2%,66.4%,83.3%,23.4%,23.9%,104.0
NC State,Alex Sosa,All,483,67,88.3,107.1,108.2,38.8%,14.5°,16.8°,22.4,7.5%,5,0.223,.259,0.338,.379,46.3%,32.8%,13.4%,35.6%,60.2%,77.7%,18.1%,32.6%,121.0
LSU,Josh Pearson,All,730,129,90.7,103.2,106.9,36.4%,19.5°,15.3°,31.8,6.2%,8,0.241,.268,0.338,.383,31.0%,20.2%,21.7%,44.1%,66.1%,85.8%,28.9%,25.2%,99.0
Rice,Eric Correa,All,318,37,89.9,100.8,104.2,40.5%,15.4°,15.5°,43.2,2.7%,1,0.25,.241,0.338,.353,35.1%,16.2%,37.8%,39.3%,64.3%,76.5%,22.9%,32.8%,103.0
Yale,Tommy Martin,All,189,32,81.6,96.6,98.4,9.4%,-2.7°,7.4°,25.0,0.0%,0,0.31,.284,0.338,.334,65.6%,3.1%,18.8%,40.7%,60.7%,94.1%,24.8%,18.2%,102.0
Fresno State,Justin Stransky,All,276,57,86.7,100.3,102.2,31.6%,5.5°,8.0°,31.6,0.0%,0,0.25,.277,0.338,.425,42.1%,8.8%,29.8%,34.8%,62.9%,93.2%,14.4%,14.6%,151.0
Appalachian State,Hunter Wilder,All,475,75,85.5,100.5,104.0,22.7%,24.3°,10.5°,29.3,2.7%,2,0.238,.177,0.338,.290,30.7%,25.3%,24.0%,38.3%,62.2%,84.1%,17.4%,28.0%,129.0
UCLA,AJ Salgado,All,678,126,90.4,104.7,107.4,38.9%,6.2°,6.5°,26.2,3.2%,4,0.288,.274,0.338,.348,43.7%,20.6%,22.2%,48.5%,71.9%,87.6%,29.8%,21.9%,102.0
Holy Cross,Colin Brown,All,212,39,84.0,96.4,101.3,17.9%,15.8°,13.7°,23.1,0.0%,0,0.326,.234,0.338,.293,41.0%,15.4%,25.6%,41.0%,59.3%,94.4%,27.3%,17.2%,114.0
Memphis,Seth Cox,All,430,62,89.2,103.2,109.1,37.1%,24.6°,15.4°,40.3,4.8%,3,0.226,.251,0.338,.357,17.7%,29.0%,32.3%,38.4%,66.1%,82.0%,20.6%,26.7%,116.0
NC State,Luke Nixon,All,762,113,84.3,97.9,102.9,23.9%,18.6°,7.2°,31.9,0.9%,1,0.233,.207,0.338,.316,39.8%,23.0%,21.2%,40.4%,60.3%,89.6%,26.0%,18.8%,87.0
Vanderbilt,Holcomb Braden,All,375,45,95.5,109.2,112.0,55.6%,17.0°,12.2°,26.7,11.1%,5,0.228,.207,0.338,.322,35.6%,17.8%,20.0%,43.7%,68.5%,69.9%,24.3%,40.9%,103.0
Binghamton,Devan Bade,All,194,37,82.7,99.7,102.2,35.1%,7.9°,12.1°,45.9,2.7%,1,0.298,.279,0.337,.347,43.2%,16.2%,37.8%,49.5%,70.3%,82.8%,31.1%,18.8%,106.0
St. Bonaventure,Christopher Hoalcraft,All,122,27,87.0,100.6,105.8,25.9%,10.6°,6.4°,44.4,3.7%,1,0.281,.255,0.337,.328,33.3%,25.9%,37.0%,50.0%,72.0%,86.1%,34.7%,27.9%,92.0
Clemson,Tryston McCladdie,All,59,9,82.0,88.3,88.9,0.0%,-6.2°,-,22.2,0.0%,0,0.25,.226,0.337,.299,66.7%,11.1%,22.2%,33.9%,56.5%,92.3%,19.4%,10.0%,101.0
Milwaukee,Q Phillips,All,236,26,86.5,101.4,106.0,34.6%,8.0°,4.2°,30.8,0.0%,0,0.261,.225,0.337,.316,50.0%,7.7%,30.8%,42.4%,69.0%,84.5%,27.6%,41.0%,76.0
Austin Peay,Keaton Cottam,All,141,22,83.2,96.0,98.1,13.6%,6.9°,9.1°,36.4,0.0%,0,0.324,.251,0.337,.287,36.4%,9.1%,40.9%,42.6%,66.2%,93.0%,22.4%,15.0%,78.0
Gardner-Webb,Peter Capobianco,All,272,34,93.4,109.5,111.8,55.9%,28.1°,19.5°,41.2,20.6%,7,0.207,.241,0.337,.378,14.7%,29.4%,32.4%,40.4%,62.6%,75.6%,19.9%,34.5%,91.0
Houston Christian,Tyler LaRue,All,244,45,90.0,106.5,110.9,44.4%,11.9°,11.5°,42.2,11.1%,5,0.255,.331,0.337,.431,40.0%,17.8%,24.4%,43.9%,69.4%,80.5%,22.6%,30.8%,98.0
Alabama,Bryce Eblin,All,536,117,87.3,102.6,105.1,29.9%,14.6°,15.4°,41.0,4.3%,5,0.273,.292,0.337,.347,38.5%,21.4%,29.9%,51.5%,78.3%,90.5%,27.3%,17.0%,94.0
Eastern Kentucky,Silas Shaffer,All,429,66,85.1,101.6,104.5,31.8%,11.1°,16.1°,45.5,1.5%,1,0.247,.241,0.337,.312,34.8%,21.2%,34.8%,47.6%,69.6%,81.2%,31.0%,30.4%,92.0
Xavier,Aedan Anderson,All,442,76,86.8,102.4,108.8,34.2%,17.9°,13.7°,27.6,2.6%,2,0.198,.245,0.337,.357,31.6%,31.6%,17.1%,38.5%,63.9%,87.8%,16.5%,17.1%,133.0
Clemson,Andrew Ciufo,All,415,63,88.2,103.2,106.8,42.9%,14.6°,14.6°,36.5,3.2%,2,0.273,.258,0.337,.365,41.3%,22.2%,27.0%,46.0%,66.9%,84.0%,30.4%,27.2%,84.0
Indiana State,Riley Iffrig,All,74,10,94.3,101.7,102.4,50.0%,0.8°,2.9°,30.0,0.0%,0,0.25,.302,0.337,.391,60.0%,20.0%,20.0%,39.2%,71.4%,92.0%,10.3%,17.2%,82.0
Houston Christian,Ty Hodge,All,213,43,87.8,104.0,107.6,39.5%,17.1°,8.7°,25.6,7.0%,3,0.245,.254,0.337,.330,37.2%,14.0%,25.6%,47.4%,69.2%,91.7%,26.6%,14.9%,93.0
Seton Hall,Max Viera,All,441,93,90.4,104.9,107.6,40.9%,11.8°,11.6°,40.9,4.3%,4,0.295,.309,0.337,.390,37.6%,23.7%,31.2%,49.7%,77.8%,82.9%,30.3%,23.3%,97.0
Bucknell,Grant Voytovich,All,511,101,88.9,104.4,108.2,40.6%,13.6°,14.4°,27.7,7.9%,8,0.263,.276,0.337,.372,39.6%,20.8%,20.8%,41.9%,69.4%,85.5%,19.5%,15.9%,113.0
North Carolina A&T,Camden Jackson,All,160,36,85.6,97.5,98.8,13.9%,6.1°,12.5°,25.0,2.8%,1,0.295,.209,0.337,.242,44.4%,13.9%,19.4%,56.9%,79.1%,84.9%,40.9%,25.3%,102.0
Oregon,Dominic Hellman,All,223,32,90.5,107.6,109.8,34.4%,12.4°,10.5°,28.1,3.1%,1,0.263,.225,0.337,.278,37.5%,21.9%,25.0%,58.7%,71.3%,74.2%,50.7%,40.5%,-30.0
Quinnipiac,Jared Zimbardo,All,222,32,87.0,101.1,105.9,40.6%,24.0°,20.3°,21.9,3.1%,1,0.227,.200,0.337,.308,31.2%,31.2%,18.8%,42.3%,68.4%,71.6%,21.8%,33.0%,105.0
San Jose State,Matt Spear,All,386,58,89.8,102.5,108.9,41.4%,9.3°,5.8°,31.0,6.9%,4,0.226,.228,0.337,.362,37.9%,24.1%,19.0%,40.4%,59.6%,73.7%,25.9%,32.1%,84.0
Mount St. Mary's,Nick Fleming,All,72,12,84.8,99.0,100.5,33.3%,18.2°,12.1°,41.7,0.0%,0,0.286,.270,0.337,.312,33.3%,16.7%,25.0%,52.8%,78.8%,73.1%,30.8%,34.2%,78.0
Eastern Kentucky,Colby Ott,All,563,103,81.4,98.5,100.5,17.5%,11.0°,16.5°,36.9,0.0%,0,0.275,.232,0.337,.308,38.8%,17.5%,29.1%,49.9%,74.8%,86.0%,31.7%,23.5%,102.0
Cal Poly,Evan Cloyd,All,350,56,85.0,104.9,107.8,35.7%,5.1°,7.2°,25.0,5.4%,3,0.284,.263,0.337,.340,51.8%,10.7%,26.8%,44.0%,61.9%,82.6%,32.2%,27.9%,52.0
Coker,Hunter Poole,All,60,8,86.3,91.4,92.1,0.0%,2.0°,-,37.5,0.0%,0,0.25,.276,0.337,.288,50.0%,0.0%,37.5%,40.0%,58.3%,85.7%,27.8%,12.5%,70.0
Columbia,Jack Kail,All,190,48,90.4,100.9,102.1,33.3%,22.6°,17.8°,39.6,6.2%,3,0.283,.302,0.337,.399,22.9%,31.2%,33.3%,57.9%,80.0%,90.6%,41.8%,12.7%,51.0
Murray State,Dan Tauken,All,321,36,91.7,104.4,108.3,33.3%,16.8°,12.5°,38.9,5.6%,2,0.242,.200,0.337,.299,25.0%,25.0%,33.3%,45.2%,66.9%,80.5%,30.4%,30.3%,84.0
Delaware State,Jancarlos Colon,All,94,14,85.4,98.0,98.3,28.6%,15.7°,-0.2°,21.4,0.0%,0,0.235,.282,0.336,.369,42.9%,14.3%,28.6%,33.0%,41.5%,94.1%,26.4%,9.7%,65.0
Texas,Will Gasparino,All,789,125,91.3,108.2,114.9,43.2%,21.8°,18.4°,24.8,13.6%,17,0.251,.227,0.336,.321,29.6%,25.6%,17.6%,50.1%,67.8%,78.1%,37.8%,32.2%,37.0
UMass,Marc Willi,All,187,24,82.7,101.3,104.4,29.2%,18.1°,22.3°,50.0,12.5%,3,0.237,.225,0.336,.349,29.2%,29.2%,29.2%,45.5%,70.7%,77.4%,28.6%,31.8%,110.0
Pittsburgh,Justin Fogel,All,118,27,82.6,97.7,100.7,22.2%,13.7°,15.3°,48.1,0.0%,0,0.29,.261,0.336,.313,22.2%,7.4%,48.1%,45.8%,70.9%,94.9%,23.8%,11.1%,103.0
Morehead State,Jacob Ferry,All,84,9,93.6,100.0,100.4,66.7%,19.4°,26.5°,33.3,11.1%,1,0.2,.160,0.336,.228,33.3%,44.4%,22.2%,47.6%,75.6%,54.8%,20.9%,42.5%,116.0
Ball State,Nicholas Gregory,All,138,23,84.9,93.9,97.3,8.7%,21.1°,17.8°,47.8,0.0%,0,0.231,.226,0.336,.320,26.1%,30.4%,21.7%,25.4%,47.2%,92.0%,11.8%,5.7%,111.0
USC,Ethan Hedges,All,573,96,87.7,102.4,108.6,34.4%,16.8°,13.7°,43.8,3.1%,3,0.282,.258,0.336,.333,29.2%,20.8%,30.2%,41.2%,62.0%,87.3%,26.0%,24.2%,96.0
Mississippi State,Logan Kohler,All,728,109,90.8,104.8,107.9,39.4%,13.1°,17.8°,35.8,9.2%,10,0.247,.232,0.336,.338,36.7%,24.8%,23.9%,39.7%,63.3%,83.4%,22.7%,29.8%,91.0
Miami (OH),Zach MacDonald,All,108,22,93.4,105.2,106.1,45.5%,11.5°,20.8°,31.8,18.2%,4,0.207,.252,0.336,.395,36.4%,31.8%,18.2%,46.3%,80.0%,85.0%,17.2%,20.0%,115.0
Indiana,Jake Stadler,All,663,120,88.5,103.0,105.3,33.3%,16.2°,8.2°,35.0,3.3%,4,0.259,.283,0.336,.394,32.5%,22.5%,25.8%,37.7%,62.6%,93.3%,18.8%,16.4%,120.0
Southwestern (TX),Jake Harris,All,240,46,75.5,90.5,92.8,0.0%,19.4°,-,34.1,0.0%,0,0.3,.268,0.336,.303,41.7%,30.6%,27.8%,35.8%,56.1%,95.0%,19.5%,8.1%,106.0
Missouri State,Jake McCutcheon,All,198,31,89.4,103.0,103.2,35.5%,5.6°,7.5°,35.5,3.2%,1,0.262,.292,0.336,.354,51.6%,16.1%,16.1%,44.9%,68.8%,87.5%,23.8%,23.6%,103.0
Bradley,Logan Delgado,All,440,76,90.0,103.5,107.4,35.5%,9.9°,18.1°,30.3,3.9%,3,0.273,.244,0.336,.345,36.8%,19.7%,27.6%,45.2%,67.6%,83.5%,31.1%,30.7%,86.0
Washington State,Ely Kennel,All,55,11,81.7,91.7,92.0,9.1%,-1.7°,-1.5°,18.2,0.0%,0,0.333,.232,0.336,.257,63.6%,9.1%,18.2%,56.4%,76.9%,70.0%,37.9%,41.9%,55.0
Bucknell,Matt Alexander,All,99,10,77.7,91.6,94.8,0.0%,3.0°,-,40.0,0.0%,0,0.267,.137,0.336,.316,50.0%,20.0%,20.0%,30.3%,52.4%,86.4%,14.0%,16.7%,109.0
Central Arkansas,Bryce Cermenelli,All,118,17,89.8,96.3,98.1,11.8%,12.7°,23.9°,17.6,0.0%,0,0.28,.248,0.336,.299,41.2%,29.4%,23.5%,44.1%,63.5%,90.9%,28.8%,19.2%,97.0
UNLV,Gunnar Myro,All,87,11,86.6,104.0,104.1,45.5%,-5.7°,10.7°,45.5,0.0%,0,0.235,.267,0.336,.362,36.4%,0.0%,45.5%,39.1%,55.9%,89.5%,28.3%,17.6%,72.0
Maryland,Ben Nardi,All,42,6,91.0,104.3,104.9,66.7%,11.2°,17.2°,0.0,16.7%,1,0.2,.216,0.336,.291,50.0%,50.0%,0.0%,42.9%,57.9%,72.7%,30.4%,33.3%,75.0
Wichita State,Dayvin Johnson,All,246,36,91.6,103.5,107.7,44.4%,10.0°,11.9°,44.4,13.9%,5,0.255,.268,0.336,.387,38.9%,25.0%,25.0%,46.3%,70.9%,75.6%,26.5%,34.2%,112.0
BYU,Bryker Hurdsman,All,307,42,89.2,106.3,110.5,40.5%,8.7°,15.1°,33.3,9.5%,4,0.271,.241,0.336,.341,42.9%,11.9%,31.0%,55.0%,78.1%,88.0%,38.5%,33.1%,73.0
Middle Tennessee,Cale Vinson,All,216,40,82.7,102.5,104.0,22.5%,1.8°,4.4°,37.5,0.0%,0,0.296,.277,0.336,.329,45.0%,15.0%,30.0%,52.8%,70.3%,81.7%,37.4%,26.3%,76.0
Queens (NC),Nick Alderfer,All,109,28,89.6,106.9,108.4,39.3%,13.7°,13.4°,35.7,0.0%,0,0.345,.360,0.336,.436,32.1%,17.9%,32.1%,42.2%,69.8%,97.3%,16.1%,8.7%,120.0
Oral Roberts,Alex Rodgers,All,193,32,88.5,100.2,102.4,25.0%,20.8°,21.2°,46.9,3.1%,1,0.261,.226,0.336,.330,18.8%,37.5%,31.2%,42.5%,68.2%,87.9%,22.2%,22.0%,122.0
McNeese,Parker Stroh,All,153,14,88.4,100.9,103.0,35.7%,3.4°,11.3°,50.0,0.0%,0,0.222,.211,0.336,.298,42.9%,0.0%,50.0%,41.8%,69.1%,81.6%,26.5%,28.1%,113.0
High Point,Dawson Harman,All,234,31,89.6,104.8,106.8,32.3%,14.9°,19.2°,45.2,9.7%,3,0.22,.180,0.336,.293,29.0%,22.6%,35.5%,54.3%,74.7%,82.4%,39.3%,40.9%,46.0
Stephen F. Austin,Dylan Bourgeios,All,58,10,80.4,87.5,92.7,0.0%,26.5°,-,30.0,0.0%,0,0.214,.146,0.336,.249,20.0%,40.0%,20.0%,53.4%,75.9%,86.4%,31.0%,25.8%,62.0
Point,Daniel Gonzalez,All,30,7,76.9,88.9,89.9,0.0%,-0.4°,-,28.6,0.0%,0,0.25,.210,0.336,.277,57.1%,28.6%,14.3%,50.0%,62.5%,100.0%,45.5%,26.7%,36.0
Cal State Fullerton,Colby Wallace,All,553,74,87.4,104.2,107.3,35.1%,20.5°,20.2°,37.8,4.1%,3,0.255,.243,0.335,.337,25.7%,32.4%,29.7%,44.5%,75.8%,80.4%,24.6%,32.9%,114.0
Liberty,Cameron Foster,All,795,120,90.3,105.4,108.4,38.3%,19.4°,11.7°,31.7,4.2%,5,0.234,.222,0.335,.339,29.2%,29.2%,27.5%,45.5%,72.6%,78.7%,26.4%,29.8%,107.0
Harvard,Jake Berger,All,509,108,88.0,100.7,104.4,25.9%,17.4°,9.3°,25.9,0.9%,1,0.292,.223,0.335,.320,31.5%,29.6%,19.4%,44.8%,69.0%,91.8%,25.0%,15.8%,124.0
Loyola Marymount,Grant Weiss,All,287,35,86.4,102.5,104.5,31.4%,16.8°,17.6°,48.6,5.7%,2,0.231,.212,0.335,.316,31.4%,22.9%,34.3%,42.9%,66.7%,79.4%,29.7%,33.3%,67.0
Kent State,Michael McNamara,All,206,27,84.4,99.0,100.0,14.8%,20.2°,23.7°,29.6,3.7%,1,0.222,.229,0.335,.328,29.6%,25.9%,25.9%,40.8%,67.4%,86.2%,21.7%,23.8%,127.0
New Orleans,Collin Loupe,All,410,57,78.9,91.6,99.4,5.3%,5.3°,-1.0°,19.3,0.0%,0,0.28,.168,0.335,.263,43.9%,19.3%,17.5%,38.8%,59.2%,84.5%,23.7%,24.5%,100.0
Maine,Jake Marquez,All,74,14,85.9,91.7,97.2,14.3%,24.3°,15.9°,35.7,0.0%,0,0.235,.208,0.335,.301,21.4%,28.6%,28.6%,45.9%,72.7%,91.7%,24.4%,17.6%,96.0
Fairleigh Dickinson,Brelon Harden,All,68,14,86.3,96.4,100.0,21.4%,16.2°,15.1°,64.3,0.0%,0,0.25,.332,0.335,.368,21.4%,21.4%,50.0%,51.5%,70.3%,88.5%,29.0%,20.0%,113.0
Abilene Christian,Zandt Payne,All,525,94,86.5,98.7,102.1,21.3%,8.4°,8.3°,27.7,1.1%,1,0.293,.233,0.335,.313,48.9%,18.1%,18.1%,43.8%,68.3%,86.0%,24.7%,18.7%,124.0
Stephen F. Austin,Peyton Parker,All,164,34,89.7,100.9,103.3,38.2%,12.2°,7.1°,23.5,0.0%,0,0.273,.240,0.335,.288,47.1%,8.8%,23.5%,50.0%,72.9%,79.0%,25.3%,26.8%,85.0
Monmouth,James Harmstead,All,385,53,94.0,108.8,109.7,47.2%,17.7°,17.0°,32.1,15.1%,8,0.234,.249,0.335,.385,28.3%,20.8%,26.4%,43.1%,76.9%,78.2%,23.1%,28.9%,112.0
Michigan,Cole Caruso,All,818,143,86.7,101.6,107.5,31.5%,10.2°,7.8°,34.3,1.4%,2,0.25,.244,0.335,.329,39.2%,21.0%,28.0%,44.7%,67.6%,88.2%,26.4%,17.5%,98.0
Cal State Fullerton,Eli Lopez,All,686,117,85.3,101.0,104.6,26.5%,14.2°,11.2°,30.8,2.6%,3,0.272,.260,0.335,.341,41.0%,22.2%,24.8%,41.8%,64.6%,89.6%,22.9%,16.7%,112.0
Rhode Island,Jack Hopko,All,426,81,89.2,102.3,108.4,37.0%,10.3°,13.9°,33.3,2.5%,2,0.23,.243,0.335,.337,32.1%,24.7%,23.5%,37.6%,58.5%,85.8%,20.2%,20.6%,105.0
St. Bonaventure,Adam Rankie,All,313,72,82.3,100.5,104.4,27.8%,11.2°,10.9°,34.7,0.0%,0,0.275,.274,0.335,.305,37.5%,20.8%,29.2%,49.2%,59.7%,92.8%,40.8%,16.2%,54.0
Cal Poly,Cameron Hoiland,All,278,37,90.1,102.1,103.8,32.4%,22.8°,25.5°,43.2,8.1%,3,0.259,.176,0.335,.306,16.2%,37.8%,29.7%,44.6%,72.0%,77.6%,24.4%,29.8%,109.0
Tarleton State,Ike Shirley,All,180,41,79.8,99.1,99.5,22.0%,-6.3°,1.2°,22.0,0.0%,0,0.298,.258,0.335,.325,63.4%,9.8%,14.6%,46.1%,65.4%,92.2%,31.4%,14.5%,83.0
Florida State,Alex Lodise,All,690,108,92.8,106.7,109.9,46.3%,18.4°,13.7°,38.9,10.2%,11,0.277,.247,0.334,.345,26.9%,13.9%,32.4%,50.7%,74.9%,81.8%,35.1%,30.3%,59.0
